Name,Fxс,s,alpha
gga_x_pbe gga_c_pbe,0.8845931891200364,0.0,0.0
gga_x_pbe gga_c_pbe,0.8845980532017663,0.005005005005005005,0.0
gga_x_pbe gga_c_pbe,0.8846126433092807,0.01001001001001001,0.0
gga_x_pbe gga_c_pbe,0.884636953032364,0.015015015015015015,0.0
gga_x_pbe gga_c_pbe,0.8846709716966918,0.02002002002002002,0.0
gga_x_pbe gga_c_pbe,0.8847146843778508,0.025025025025025023,0.0
gga_x_pbe gga_c_pbe,0.8847680719209101,0.03003003003003003,0.0
gga_x_pbe gga_c_pbe,0.8848311109654835,0.035035035035035036,0.0
gga_x_pbe gga_c_pbe,0.8849037739762088,0.04004004004004004,0.0
gga_x_pbe gga_c_pbe,0.8849860292785532,0.04504504504504504,0.0
gga_x_pbe gga_c_pbe,0.8850778410998419,0.050050050050050046,0.0
gga_x_pbe gga_c_pbe,0.8851791696153852,0.055055055055055056,0.0
gga_x_pbe gga_c_pbe,0.8852899709995742,0.06006006006006006,0.0
gga_x_pbe gga_c_pbe,0.8854101974817961,0.06506506506506507,0.0
gga_x_pbe gga_c_pbe,0.8855397974070071,0.07007007007007007,0.0
gga_x_pbe gga_c_pbe,0.8856787153007939,0.07507507507507508,0.0
gga_x_pbe gga_c_pbe,0.8858268919387383,0.08008008008008008,0.0
gga_x_pbe gga_c_pbe,0.8859842644198938,0.08508508508508508,0.0
gga_x_pbe gga_c_pbe,0.88615076624417,0.09009009009009009,0.0
gga_x_pbe gga_c_pbe,0.8863263273934171,0.09509509509509509,0.0
gga_x_pbe gga_c_pbe,0.8865108744159922,0.10010010010010009,0.0
gga_x_pbe gga_c_pbe,0.8867043305145818,0.10510510510510511,0.0
gga_x_pbe gga_c_pbe,0.8869066156370566,0.11011011011011011,0.0
gga_x_pbe gga_c_pbe,0.8871176465701217,0.11511511511511512,0.0
gga_x_pbe gga_c_pbe,0.8873373370355286,0.12012012012012012,0.0
gga_x_pbe gga_c_pbe,0.8875655977886123,0.12512512512512514,0.0
gga_x_pbe gga_c_pbe,0.8878023367189122,0.13013013013013014,0.0
gga_x_pbe gga_c_pbe,0.8880474589526405,0.13513513513513514,0.0
gga_x_pbe gga_c_pbe,0.8883008669567587,0.14014014014014015,0.0
gga_x_pbe gga_c_pbe,0.8885624606444271,0.14514514514514515,0.0
gga_x_pbe gga_c_pbe,0.8888321374815923,0.15015015015015015,0.0
gga_x_pbe gga_c_pbe,0.8891097925944841,0.15515515515515516,0.0
gga_x_pbe gga_c_pbe,0.8893953188777945,0.16016016016016016,0.0
gga_x_pbe gga_c_pbe,0.8896886071033194,0.16516516516516516,0.0
gga_x_pbe gga_c_pbe,0.8899895460288447,0.17017017017017017,0.0
gga_x_pbe gga_c_pbe,0.8902980225070717,0.17517517517517517,0.0
gga_x_pbe gga_c_pbe,0.890613921594374,0.18018018018018017,0.0
gga_x_pbe gga_c_pbe,0.8909371266591976,0.18518518518518517,0.0
gga_x_pbe gga_c_pbe,0.8912675194899082,0.19019019019019018,0.0
gga_x_pbe gga_c_pbe,0.8916049804019142,0.19519519519519518,0.0
gga_x_pbe gga_c_pbe,0.8919493883438899,0.20020020020020018,0.0
gga_x_pbe gga_c_pbe,0.8923006210029377,0.20520520520520522,0.0
gga_x_pbe gga_c_pbe,0.8926585549085362,0.21021021021021022,0.0
gga_x_pbe gga_c_pbe,0.8930230655351306,0.21521521521521522,0.0
gga_x_pbe gga_c_pbe,0.8933940274032296,0.22022022022022023,0.0
gga_x_pbe gga_c_pbe,0.8937713141788829,0.22522522522522523,0.0
gga_x_pbe gga_c_pbe,0.8941547987714255,0.23023023023023023,0.0
gga_x_pbe gga_c_pbe,0.8945443534293769,0.23523523523523523,0.0
gga_x_pbe gga_c_pbe,0.8949398498344047,0.24024024024024024,0.0
gga_x_pbe gga_c_pbe,0.895341159193256,0.24524524524524524,0.0
gga_x_pbe gga_c_pbe,0.8957481523275842,0.2502502502502503,0.0
gga_x_pbe gga_c_pbe,0.8961606997615953,0.2552552552552553,0.0
gga_x_pbe gga_c_pbe,0.8965786718074537,0.2602602602602603,0.0
gga_x_pbe gga_c_pbe,0.8970019386483957,0.2652652652652653,0.0
gga_x_pbe gga_c_pbe,0.8974303704195011,0.2702702702702703,0.0
gga_x_pbe gga_c_pbe,0.8978638372860874,0.2752752752752753,0.0
gga_x_pbe gga_c_pbe,0.898302209519699,0.2802802802802803,0.0
gga_x_pbe gga_c_pbe,0.8987453575716624,0.2852852852852853,0.0
gga_x_pbe gga_c_pbe,0.899193152144198,0.2902902902902903,0.0
gga_x_pbe gga_c_pbe,0.8996454642590754,0.2952952952952953,0.0
gga_x_pbe gga_c_pbe,0.9001021653238095,0.3003003003003003,0.0
gga_x_pbe gga_c_pbe,0.9005631271954021,0.3053053053053053,0.0
gga_x_pbe gga_c_pbe,0.9010282222416356,0.3103103103103103,0.0
gga_x_pbe gga_c_pbe,0.9014973233999338,0.3153153153153153,0.0
gga_x_pbe gga_c_pbe,0.9019703042338064,0.3203203203203203,0.0
gga_x_pbe gga_c_pbe,0.9024470389869037,0.3253253253253253,0.0
gga_x_pbe gga_c_pbe,0.9029274026347044,0.3303303303303303,0.0
gga_x_pbe gga_c_pbe,0.9034112709338712,0.3353353353353353,0.0
gga_x_pbe gga_c_pbe,0.9038985204693062,0.34034034034034033,0.0
gga_x_pbe gga_c_pbe,0.9043890286989464,0.34534534534534533,0.0
gga_x_pbe gga_c_pbe,0.904882673996336,0.35035035035035034,0.0
gga_x_pbe gga_c_pbe,0.9053793356910238,0.35535535535535534,0.0
gga_x_pbe gga_c_pbe,0.9058788941068244,0.36036036036036034,0.0
gga_x_pbe gga_c_pbe,0.9063812305979987,0.36536536536536535,0.0
gga_x_pbe gga_c_pbe,0.9068862275833943,0.37037037037037035,0.0
gga_x_pbe gga_c_pbe,0.9073937685786028,0.37537537537537535,0.0
gga_x_pbe gga_c_pbe,0.9079037382261825,0.38038038038038036,0.0
gga_x_pbe gga_c_pbe,0.9084160223239993,0.38538538538538536,0.0
gga_x_pbe gga_c_pbe,0.9089305078517402,0.39039039039039036,0.0
gga_x_pbe gga_c_pbe,0.9094470829956522,0.39539539539539537,0.0
gga_x_pbe gga_c_pbe,0.9099656371715626,0.40040040040040037,0.0
gga_x_pbe gga_c_pbe,0.9104860610462319,0.40540540540540543,0.0
gga_x_pbe gga_c_pbe,0.9110082465570973,0.41041041041041043,0.0
gga_x_pbe gga_c_pbe,0.9115320869304598,0.41541541541541543,0.0
gga_x_pbe gga_c_pbe,0.9120574766981668,0.42042042042042044,0.0
gga_x_pbe gga_c_pbe,0.9125843117128463,0.42542542542542544,0.0
gga_x_pbe gga_c_pbe,0.9131124891617453,0.43043043043043044,0.0
gga_x_pbe gga_c_pbe,0.9136419075792224,0.43543543543543545,0.0
gga_x_pbe gga_c_pbe,0.9141724668579496,0.44044044044044045,0.0
gga_x_pbe gga_c_pbe,0.9147040682588716,0.44544544544544545,0.0
gga_x_pbe gga_c_pbe,0.915236614419971,0.45045045045045046,0.0
gga_x_pbe gga_c_pbe,0.9157700093638927,0.45545545545545546,0.0
gga_x_pbe gga_c_pbe,0.9163041585044706,0.46046046046046046,0.0
gga_x_pbe gga_c_pbe,0.916838968652205,0.46546546546546547,0.0
gga_x_pbe gga_c_pbe,0.9173743480187364,0.47047047047047047,0.0
gga_x_pbe gga_c_pbe,0.9179102062203591,0.4754754754754755,0.0
gga_x_pbe gga_c_pbe,0.9184464542806182,0.4804804804804805,0.0
gga_x_pbe gga_c_pbe,0.91898300463203,0.4854854854854855,0.0
gga_x_pbe gga_c_pbe,0.9195197711169696,0.4904904904904905,0.0
gga_x_pbe gga_c_pbe,0.9200566689877611,0.4954954954954955,0.0
gga_x_pbe gga_c_pbe,0.920593614906011,0.5005005005005005,0.0
gga_x_pbe gga_c_pbe,0.9211305269412194,0.5055055055055055,0.0
gga_x_pbe gga_c_pbe,0.9216673245687065,0.5105105105105106,0.0
gga_x_pbe gga_c_pbe,0.9222039286668857,0.5155155155155156,0.0
gga_x_pbe gga_c_pbe,0.9227402615139189,0.5205205205205206,0.0
gga_x_pbe gga_c_pbe,0.9232762467837832,0.5255255255255256,0.0
gga_x_pbe gga_c_pbe,0.9238118095417813,0.5305305305305306,0.0
gga_x_pbe gga_c_pbe,0.924346876239523,0.5355355355355356,0.0
gga_x_pbe gga_c_pbe,0.924881374709406,0.5405405405405406,0.0
gga_x_pbe gga_c_pbe,0.9254152341586244,0.5455455455455456,0.0
gga_x_pbe gga_c_pbe,0.9259483851627279,0.5505505505505506,0.0
gga_x_pbe gga_c_pbe,0.926480759658759,0.5555555555555556,0.0
gga_x_pbe gga_c_pbe,0.927012290937988,0.5605605605605606,0.0
gga_x_pbe gga_c_pbe,0.927542913638273,0.5655655655655656,0.0
gga_x_pbe gga_c_pbe,0.9280725637360616,0.5705705705705706,0.0
gga_x_pbe gga_c_pbe,0.928601178538058,0.5755755755755756,0.0
gga_x_pbe gga_c_pbe,0.9291286966725714,0.5805805805805806,0.0
gga_x_pbe gga_c_pbe,0.92965505808057,0.5855855855855856,0.0
gga_x_pbe gga_c_pbe,0.9301802040064513,0.5905905905905906,0.0
gga_x_pbe gga_c_pbe,0.9307040769885505,0.5955955955955956,0.0
gga_x_pbe gga_c_pbe,0.9312266208494002,0.6006006006006006,0.0
gga_x_pbe gga_c_pbe,0.9317477806857595,0.6056056056056056,0.0
gga_x_pbe gga_c_pbe,0.9322675028584219,0.6106106106106106,0.0
gga_x_pbe gga_c_pbe,0.9327857349818216,0.6156156156156156,0.0
gga_x_pbe gga_c_pbe,0.9333024259134477,0.6206206206206206,0.0
gga_x_pbe gga_c_pbe,0.9338175257430776,0.6256256256256256,0.0
gga_x_pbe gga_c_pbe,0.9343309857818448,0.6306306306306306,0.0
gga_x_pbe gga_c_pbe,0.9348427585511498,0.6356356356356356,0.0
gga_x_pbe gga_c_pbe,0.935352797771426,0.6406406406406406,0.0
gga_x_pbe gga_c_pbe,0.9358610583507677,0.6456456456456456,0.0
gga_x_pbe gga_c_pbe,0.9363674963734335,0.6506506506506506,0.0
gga_x_pbe gga_c_pbe,0.9368720690882333,0.6556556556556556,0.0
